Epoch,Train_Accuracy,Train_Loss,Val_Accuracy,Val_Loss
1,0.161535382270813,6235.15576171875,0.16772907972335815,6274.8603515625
2,0.20471811294555664,6233.69091796875,0.18326693773269653,6274.85888671875
3,0.25989603996276855,6233.486328125,0.20597609877586365,6274.7978515625
4,0.3494602143764496,6233.1865234375,0.22629481554031372,6274.89794921875
5,0.45501798391342163,6232.80615234375,0.202788844704628,6275.62060546875
6,0.5385845899581909,6232.53515625,0.202788844704628,6275.0986328125
7,0.6445421576499939,6232.1806640625,0.19920319318771362,6276.0419921875
8,0.7485005855560303,6231.87353515625,0.21195219457149506,6276.400390625
9,0.8244702219963074,6231.6005859375,0.20996016263961792,6276.96630859375
10,0.867652952671051,6231.455078125,0.19442230463027954,6277.48046875
11,0.9268292784690857,6231.28759765625,0.186454176902771,6278.15771484375
12,0.9596161246299744,6231.1689453125,0.1920318752527237,6279.42822265625
13,0.9668132662773132,6231.14404296875,0.1972111612558365,6279.81982421875
14,0.9784086346626282,6231.1044921875,0.19322709739208221,6280.2490234375
15,0.9812074899673462,6231.09814453125,0.20956175029277802,6280.767578125
16,0.9912035465240479,6231.0634765625,0.19920319318771362,6281.1728515625
17,0.9924030303955078,6231.0712890625,0.18964143097400665,6281.43212890625
18,0.9932027459144592,6231.0517578125,0.18844620883464813,6281.0615234375
19,0.9924030303955078,6231.06396484375,0.20000000298023224,6281.41455078125
20,0.9916033744812012,6231.06298828125,0.20438246428966522,6281.19580078125
21,0.9960016012191772,6231.0498046875,0.19681274890899658,6281.55615234375
22,0.9980008006095886,6231.03759765625,0.20000000298023224,6281.5966796875
23,0.9968012571334839,6231.044921875,0.1972111612558365,6281.142578125
24,0.9880048036575317,6231.06689453125,0.18924303352832794,6281.671875
25,0.9888044595718384,6231.05712890625,0.18884462118148804,6282.03564453125
26,0.9932027459144592,6231.0537109375,0.182071715593338,6281.6201171875
27,0.9984006285667419,6231.03759765625,0.20199203491210938,6282.27001953125
28,1.0,6231.02978515625,0.20239043235778809,6282.43359375
29,1.0,6231.02783203125,0.1984063684940338,6282.58203125
30,1.0,6231.02685546875,0.19880478084087372,6282.7314453125
31,1.0,6231.02685546875,0.19880478084087372,6282.849609375
32,1.0,6231.02685546875,0.19960159063339233,6282.9521484375
33,1.0,6231.02685546875,0.20119522511959076,6283.044921875
34,1.0,6231.02685546875,0.20159362256526947,6283.1298828125
35,1.0,6231.02685546875,0.20239043235778809,6283.2080078125
36,1.0,6231.02685546875,0.20199203491210938,6283.2783203125
37,1.0,6231.02685546875,0.202788844704628,6283.34619140625
38,1.0,6231.02685546875,0.20199203491210938,6283.41259765625
39,1.0,6231.02685546875,0.20239043235778809,6283.47314453125
40,1.0,6231.02685546875,0.20239043235778809,6283.53076171875
41,1.0,6231.02685546875,0.20199203491210938,6283.5869140625
42,1.0,6231.02685546875,0.20239043235778809,6283.6416015625
43,1.0,6231.02685546875,0.202788844704628,6283.69482421875
44,1.0,6231.02685546875,0.202788844704628,6283.74609375
45,1.0,6231.02685546875,0.2039840668439865,6283.79541015625
46,1.0,6231.02685546875,0.2039840668439865,6283.84326171875
47,1.0,6231.02685546875,0.2039840668439865,6283.89111328125
48,1.0,6231.02685546875,0.2039840668439865,6283.9384765625
49,1.0,6231.02685546875,0.2039840668439865,6283.98193359375
50,1.0,6231.02685546875,0.20438246428966522,6284.0244140625
51,1.0,6231.02685546875,0.20517928898334503,6284.06982421875
52,1.0,6231.02685546875,0.20517928898334503,6284.11181640625
53,1.0,6231.02685546875,0.20478087663650513,6284.15380859375
54,1.0,6231.02685546875,0.20597609877586365,6284.193359375
55,1.0,6231.02685546875,0.20637449622154236,6284.234375
56,1.0,6231.02685546875,0.20637449622154236,6284.27392578125
57,1.0,6231.02685546875,0.20637449622154236,6284.3134765625
58,1.0,6231.02685546875,0.20517928898334503,6284.3515625
59,1.0,6231.02685546875,0.20517928898334503,6284.3896484375
60,1.0,6231.02685546875,0.20557768642902374,6284.4296875
61,1.0,6231.02685546875,0.20597609877586365,6284.46533203125
62,1.0,6231.02685546875,0.20637449622154236,6284.50390625
63,1.0,6231.02685546875,0.20637449622154236,6284.541015625
64,1.0,6231.02685546875,0.20677290856838226,6284.578125
65,1.0,6231.02685546875,0.20717132091522217,6284.61376953125
66,1.0,6231.02685546875,0.20717132091522217,6284.650390625
67,1.0,6231.02685546875,0.20796813070774078,6284.68701171875
68,1.0,6231.02685546875,0.20796813070774078,6284.72265625
69,1.0,6231.02685546875,0.20796813070774078,6284.7587890625
70,1.0,6231.02685546875,0.20796813070774078,6284.79345703125
71,1.0,6231.02685546875,0.20796813070774078,6284.8291015625
72,1.0,6231.02685546875,0.20796813070774078,6284.86376953125
73,1.0,6231.02685546875,0.20796813070774078,6284.89794921875
74,1.0,6231.02685546875,0.2083665281534195,6284.93505859375
75,1.0,6231.02685546875,0.2087649405002594,6284.96728515625
76,1.0,6231.02685546875,0.2087649405002594,6285.00341796875
77,1.0,6231.02685546875,0.2083665281534195,6285.0380859375
78,1.0,6231.02685546875,0.2083665281534195,6285.0712890625
79,1.0,6231.02685546875,0.2087649405002594,6285.1044921875
80,1.0,6231.02685546875,0.2091633528470993,6285.1396484375
81,1.0,6231.02685546875,0.20956175029277802,6285.17236328125
82,1.0,6231.02685546875,0.20956175029277802,6285.20751953125
83,1.0,6231.02685546875,0.20956175029277802,6285.24072265625
84,1.0,6231.02685546875,0.20956175029277802,6285.27392578125
85,1.0,6231.02685546875,0.20956175029277802,6285.30517578125
86,1.0,6231.02685546875,0.20956175029277802,6285.33984375
87,1.0,6231.02685546875,0.20956175029277802,6285.37353515625
88,1.0,6231.02685546875,0.20996016263961792,6285.40576171875
89,1.0,6231.02685546875,0.20996016263961792,6285.43896484375
90,1.0,6231.02685546875,0.20996016263961792,6285.47314453125
91,1.0,6231.02685546875,0.20996016263961792,6285.5048828125
92,1.0,6231.02685546875,0.20996016263961792,6285.53759765625
93,1.0,6231.02685546875,0.21035856008529663,6285.56982421875
94,1.0,6231.02685546875,0.21035856008529663,6285.60302734375
95,1.0,6231.02685546875,0.20996016263961792,6285.6357421875
96,1.0,6231.02685546875,0.20996016263961792,6285.66796875
97,1.0,6231.02685546875,0.21075697243213654,6285.69921875
98,1.0,6231.02685546875,0.21075697243213654,6285.73291015625
99,1.0,6231.02685546875,0.21075697243213654,6285.76513671875
100,1.0,6231.02685546875,0.21075697243213654,6285.7958984375
